,customer_id,buyer_business_type,district_id,district_name_ar,city_name_en,area_name_ar,geo_latitude,geo_longitude,registration_date,avg_ticket_size,number_of_transactions,number_of_cancelled_transactions,last_order_date,total_orders_amount,buyer_business_type_encoded,cluster,promo
190,10122,سوبر ماركت,100119.0,فيصل,Giza,الكوم الأخضر,29.99479,31.15179,2020-06-11,751.3699999999999,3.0,3.0,2020-09-19,2254.11,2,1,+5000 spendings (10% off)
191,10143,سوبر ماركت,100142.0,شبرا مصر,Cairo,روض الفرج,30.0808,31.24005,2020-06-11,1132.674,5.0,1.0,2021-02-08,5663.37,2,1,+5000 spendings (10% off)
193,10251,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.9962,31.2069,2020-06-11,2603.17,11.0,2.0,2020-09-26,28634.87,2,3,+15000 spendings (18% off)
194,10257,سوبر ماركت,100122.0,حدائق القبة,Cairo,قسم الحدائق,30.12946,30.12946,2020-06-11,2548.68,3.0,2.0,2021-02-22,7646.04,2,1,+5000 spendings (10% off)
195,10283,سوبر ماركت,100158.0,ارض اللواء,Giza,أرض اللواء,,,2020-06-13,3401.3085714285708,7.0,2.0,2021-03-03,23809.16,2,3,+15000 spendings (18% off)
197,10299,سوبر ماركت,100184.0,شبرا الخيمه,Cairo,شبرا الخيمه,31.2273,30.13222,2020-06-13,790.2633333333333,6.0,3.0,2021-03-03,4741.58,2,1,+5000 spendings (10% off)
198,10392,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.18203,30.05481,2020-06-13,571.34,1.0,0.0,2020-09-20,571.34,2,1,+5000 spendings (10% off)
199,10412,سوبر ماركت,100107.0,عين شمس,Cairo,الزهراء,30.13222,31.2273,2020-06-13,752.394,5.0,0.0,2021-03-02,3761.97,2,1,+5000 spendings (10% off)
200,10493,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,30.0542,31.3973,2020-06-13,599.03,1.0,1.0,2020-10-15,599.03,2,1,+5000 spendings (10% off)
201,10508,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.12562,31.23007,2020-06-13,1622.8983333333333,6.0,4.0,2021-03-03,9737.39,2,1,+5000 spendings (10% off)
204,10627,سوبر ماركت,100128.0,المعادي,Cairo,البساتين,29.9831,31.2653,2020-06-14,692.1733333333333,3.0,1.0,2021-02-22,2076.52,2,1,+5000 spendings (10% off)
205,10704,كشك,100109.0,المنيل,Cairo,المنيل,30.02593,31.22631,2020-06-14,2625.47,2.0,1.0,2020-07-12,5250.94,5,1,+5000 spendings (10% off)
206,10712,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.01735,31.18305,2020-06-15,1108.195,6.0,2.0,2021-02-21,6649.17,2,1,+5000 spendings (10% off)
207,10839,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1358,31.2543,2020-06-15,2291.296,5.0,2.0,2021-01-30,11456.48,2,1,+5000 spendings (10% off)
209,10885,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,29.8816,31.2915,2020-06-15,1370.0749999999998,4.0,2.0,2021-01-19,5480.299999999999,2,1,+5000 spendings (10% off)
211,10929,سوبر ماركت,100128.0,المعادي,Cairo,المعادي,29.98199,31.26103,2020-06-16,803.3766666666666,3.0,0.0,2021-01-30,2410.13,2,1,+5000 spendings (10% off)
212,10943,سوبر ماركت,100146.0,باب الشعريه,Cairo,باب الشعريه,30.0557,31.25515,2020-06-16,2943.613333333333,15.0,3.0,2021-02-23,44154.2,2,3,+15000 spendings (18% off)
213,10949,سوبر ماركت,100162.0,الوراق,Giza,طناش و نزله الزمر,31.14141,30.1509,2020-06-16,1969.5533333333333,6.0,1.0,2021-03-09,11817.32,2,1,+5000 spendings (10% off)
214,10963,سوبر ماركت,100155.0,القناطر الخيرية,Cairo,عزبه الناموس ,30.19525,31.14008,2020-06-16,928.3966666666666,15.0,2.0,2021-03-13,13925.95,2,1,+5000 spendings (10% off)
215,10986,كشك,100173.0,ميت نما,Cairo,ميت نما,30.1355,31.2408,2020-06-16,1759.212,5.0,1.0,2021-01-06,8796.06,5,1,+5000 spendings (10% off)
216,10993,سوبر ماركت,100112.0,العمرانية,Giza,العمرانيه الشرقيه ,29.99295,31.2047,2020-06-16,878.3871428571427,14.0,5.0,2021-03-09,12297.419999999998,2,1,+5000 spendings (10% off)
217,11017,سوبر ماركت,100128.0,المعادي,Cairo,حدائق المعادي,29.9701,31.2578,2020-06-16,2000.101578947368,19.0,5.0,2021-02-21,38001.92999999999,2,3,+15000 spendings (18% off)
218,11066,عطارة,100112.0,العمرانية,Giza,العمرانيه الشرقيه ,29.99437,31.20749,2020-06-16,1305.725,2.0,1.0,2020-09-26,2611.45,3,1,+5000 spendings (10% off)
220,11142,سوبر ماركت,100150.0,الوايلي,Cairo,الأميرية الشمالية,30.1115,31.2955,2020-06-16,1738.3833333333332,3.0,1.0,2021-02-27,5215.15,2,1,+5000 spendings (10% off)
223,11234,سوبر ماركت,100128.0,المعادي,Cairo,البساتين,29.9897,31.2562,2020-06-17,1797.6172727272724,11.0,3.0,2020-10-30,19773.79,2,3,+15000 spendings (18% off)
224,11347,سوبر ماركت,100111.0,المقطم,Cairo,,30.01244,31.2948,2020-06-18,1304.6733333333334,3.0,3.0,2020-07-08,3914.02,2,1,+5000 spendings (10% off)
225,11461,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.0124,31.182,2020-06-20,2824.4521428571425,28.0,14.0,2020-09-01,79084.65999999999,2,0,+10000 spendings (15% off)
228,11581,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,31.36166,30.04669,2020-06-20,651.41,2.0,1.0,2021-02-25,1302.82,2,1,+5000 spendings (10% off)
229,11650,سوبر ماركت,100160.0,ميت عقبه,Giza,ميت عقبه,30.06535,31.19215,2020-06-21,2342.2675,12.0,4.0,2021-01-22,28107.21,2,3,+15000 spendings (18% off)
231,11723,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,30.0466,31.3752,2020-06-21,2006.798,5.0,1.0,2020-08-15,10033.99,2,1,+5000 spendings (10% off)
232,11780,كشك,100106.0,العجوزة,Giza,العجوزة,30.0549,31.21275,2020-06-22,947.515,2.0,0.0,2020-09-16,1895.03,5,1,+5000 spendings (10% off)
233,11799,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,29.887,31.2912,2020-06-22,4012.118,5.0,2.0,2020-07-23,20060.59,2,3,+15000 spendings (18% off)
234,11896,سوبر ماركت,100119.0,فيصل,Giza,الكوم الأخضر,29.99737,31.15298,2020-06-23,702.7844444444444,9.0,5.0,2021-03-02,6325.06,2,1,+5000 spendings (10% off)
235,11931,عطارة,100166.0,صفط اللبن,Giza,صفط اللبن,30.0264,31.18165,2020-06-23,1086.12,6.0,2.0,2020-07-21,6516.719999999999,3,1,+5000 spendings (10% off)
236,12016,سوبر ماركت,100169.0,المنيب,Giza,القصبجي,29.9765,31.2029,2020-06-24,5619.1,29.0,24.0,2021-03-15,162953.9,2,2,+17000 spendings (20% off)
237,12022,سوبر ماركت,100116.0,الدقي,Giza,الدقي,30.03575,31.21175,2020-06-24,1760.3562499999998,8.0,2.0,2021-03-12,14082.85,2,1,+5000 spendings (10% off)
238,12084,سوبر ماركت,100101.0,١٥ مايو,Cairo,١٥ مايو,29.82135,31.36455,2020-06-24,391.75,2.0,0.0,2020-07-28,783.5,2,1,+5000 spendings (10% off)
240,12143,سوبر ماركت,100101.0,١٥ مايو,Cairo,١٥ مايو,29.8181,31.3749,2020-06-25,3877.6966666666663,3.0,1.0,2021-01-19,11633.09,2,1,+5000 spendings (10% off)
241,12175,سوبر ماركت,100101.0,١٥ مايو,Cairo,١٥ مايو,31.35589,29.82223,2020-06-25,4287.99,1.0,0.0,2020-07-10,4287.99,2,1,+5000 spendings (10% off)
242,12217,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.83795,31.3547,2020-06-26,843.29,1.0,0.0,2020-10-31,843.29,2,1,+5000 spendings (10% off)
243,12239,سوبر ماركت,100157.0,بولاق الدكرور,Giza,ابو اتاته,29.95665,31.15895,2020-06-27,1156.2183333333332,12.0,8.0,2021-03-09,13874.62,2,1,+5000 spendings (10% off)
245,12307,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.86347,31.3236,2020-06-27,5384.61,1.0,1.0,2020-06-27,5384.61,2,1,+5000 spendings (10% off)
246,12320,سوبر ماركت,100123.0,الهرم,Giza,المنصورية,29.97253,31.1454,2020-06-27,844.5649999999999,2.0,0.0,2020-10-31,1689.13,2,1,+5000 spendings (10% off)
247,12352,سوبر ماركت,100157.0,بولاق الدكرور,Giza,صفت,30.0397,31.173,2020-06-28,8827.041999999998,15.0,11.0,2021-03-10,132405.62999999998,2,0,+10000 spendings (15% off)
248,12393,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,30.06926,31.33802,2020-06-29,726.67,1.0,0.0,2020-10-15,726.67,2,1,+5000 spendings (10% off)
249,12419,سوبر ماركت,100150.0,الوايلي,Cairo,,30.07878,31.25045,2020-06-29,912.3233333333332,3.0,2.0,2021-03-08,2736.97,2,1,+5000 spendings (10% off)
250,12442,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,31.34903,30.13328,2020-06-30,905.965,4.0,2.0,2021-01-31,3623.86,2,1,+5000 spendings (10% off)
251,12469,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.1437,31.3185,2020-06-30,1020.7183333333332,6.0,2.0,2021-02-03,6124.31,2,1,+5000 spendings (10% off)
254,12627,سوبر ماركت,100142.0,شبرا مصر,Cairo,احمد حلمي,31.25106,30.07482,2020-07-02,1129.1066666666666,3.0,2.0,2021-03-15,3387.32,2,1,+5000 spendings (10% off)
255,12660,سوبر ماركت,100142.0,شبرا مصر,Cairo,الخلفاوى,30.0976,31.25295,2020-07-02,3238.9366666666665,3.0,0.0,2021-03-08,9716.81,2,1,+5000 spendings (10% off)
256,12686,سوبر ماركت,100128.0,المعادي,Cairo,دار السلام,29.9841,31.2564,2020-07-04,1568.1033333333332,6.0,3.0,2021-03-09,9408.62,2,1,+5000 spendings (10% off)
257,12785,سوبر ماركت,100157.0,بولاق الدكرور,Giza,ابو اتاته,31.20241,30.02116,2020-07-05,2911.306,5.0,1.0,2021-03-09,14556.53,2,1,+5000 spendings (10% off)
258,12831,سوبر ماركت,100157.0,بولاق الدكرور,Giza,زنين,30.0445,31.1873,2020-07-06,2342.895,4.0,2.0,2020-10-03,9371.58,2,1,+5000 spendings (10% off)
260,12866,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.13711,31.31188,2020-07-06,844.5,1.0,0.0,2020-07-06,844.5,2,1,+5000 spendings (10% off)
261,12869,سوبر ماركت,100142.0,شبرا مصر,Cairo,روض الفرج,31.24082,30.07617,2020-07-06,1986.22,1.0,0.0,2020-07-06,1986.22,2,1,+5000 spendings (10% off)
262,12870,سوبر ماركت,100131.0,المطرية,Cairo,المسلة,30.10815,31.29125,2020-07-06,2432.626,5.0,1.0,2021-02-22,12163.13,2,1,+5000 spendings (10% off)
263,12884,سوبر ماركت,100142.0,شبرا مصر,Cairo,الخلفاوى,30.0962,31.2472,2020-07-06,1638.0425,4.0,0.0,2021-02-22,6552.17,2,1,+5000 spendings (10% off)
264,12891,سوبر ماركت,100157.0,بولاق الدكرور,Giza,زنين,30.0395,31.19295,2020-07-07,3551.353333333333,3.0,2.0,2021-02-27,10654.06,2,1,+5000 spendings (10% off)
265,12919,TKA Supermarket,100162.0,الوراق,Giza,وراق العرب,30.09465,31.2193,2020-07-07,13510.603333333333,27.0,8.0,2021-03-16,364786.29,0,2,+17000 spendings (20% off)
266,12922,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1221,31.2731,2020-07-07,1150.4742857142858,7.0,0.0,2021-03-01,8053.32,2,1,+5000 spendings (10% off)
267,12926,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.9839,31.2066,2020-07-07,910.5484615384614,13.0,2.0,2021-02-04,11837.13,2,1,+5000 spendings (10% off)
268,12972,سوبر ماركت,100172.0,بهتيم,Cairo,بهتيم,30.14239,31.27307,2020-07-08,134.0,1.0,0.0,2020-07-08,134.0,2,1,+5000 spendings (10% off)
269,13051,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.99205,31.1948,2020-07-10,554.2246153846153,26.0,6.0,2020-10-07,14409.839999999998,2,1,+5000 spendings (10% off)
270,13068,سوبر ماركت,100119.0,فيصل,Giza,الطوابق,30.01563,30.01563,2020-07-12,821.0679999999999,5.0,0.0,2021-03-04,4105.339999999999,2,1,+5000 spendings (10% off)
271,13134,كشك,100128.0,المعادي,Cairo,حدائق المعادي,29.9689,31.254,2020-01-23,1015.4718518518516,27.0,5.0,2021-03-07,27417.74,1,3,+15000 spendings (18% off)
272,13151,كشك,100125.0,حلوان,Cairo,المعصرة,,,2020-01-24,1442.14,4.0,1.0,2021-02-28,5768.56,1,1,+5000 spendings (10% off)
273,13167,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.13322,31.31591,2020-01-27,197.0,1.0,1.0,2020-03-31,197.0,2,1,+5000 spendings (10% off)
274,13250,كشك,100000.0,Others,Cairo,Others,,,2020-02-04,10937.845,2.0,1.0,2020-06-24,21875.69,1,3,+15000 spendings (18% off)
275,13318,قهوه,100152.0,مدينة السلام,Cairo,السلام,30.17506,31.41199,2020-03-22,4443.67,1.0,1.0,2020-04-12,4443.67,4,1,+5000 spendings (10% off)
276,13490,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.1472,31.3236,2020-04-19,1321.9842857142855,7.0,1.0,2021-03-07,9253.89,2,1,+5000 spendings (10% off)
277,13668,سوبر ماركت,100131.0,المطرية,Cairo,موقف 43,30.1246,31.31245,2020-04-28,1115.7963636363636,11.0,3.0,2021-02-21,12273.759999999998,2,1,+5000 spendings (10% off)
278,13739,سوبر ماركت,100131.0,المطرية,Cairo,المسلة,30.138,31.3082,2020-05-02,2573.1625,8.0,2.0,2020-10-12,20585.3,2,3,+15000 spendings (18% off)
279,13759,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.08727,31.22828,2020-05-03,1568.16,1.0,0.0,2020-06-27,1568.16,2,1,+5000 spendings (10% off)
280,13768,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.14405,31.33655,2020-05-03,3403.730384615384,26.0,7.0,2020-10-04,88496.98999999999,2,0,+10000 spendings (15% off)
282,13839,سوبر ماركت,100123.0,الهرم,Giza,الهرم,30.00932,31.20591,2020-05-04,2826.5,2.0,1.0,2021-03-09,5653.0,2,1,+5000 spendings (10% off)
284,14368,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.0175,31.1834,2020-05-11,800.0,2.0,1.0,2021-02-08,1600.0,2,1,+5000 spendings (10% off)
286,14548,سوبر ماركت,100153.0,الخصوص,Cairo,الخصوص,,,2020-05-13,888.4866666666667,3.0,1.0,2021-02-10,2665.46,2,1,+5000 spendings (10% off)
287,14613,سوبر ماركت,100113.0,الزيتون,Cairo,الزيتون,29.96846,31.20538,2020-05-14,3091.0,2.0,0.0,2021-03-09,6182.0,2,1,+5000 spendings (10% off)
288,14788,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,31.20538,29.98927,2020-05-16,1149.6025,4.0,0.0,2021-03-10,4598.41,2,1,+5000 spendings (10% off)
289,14890,سوبر ماركت,100123.0,الهرم,Giza,الهرم,30.01306,31.20885,2020-05-17,686.5,4.0,2.0,2021-03-07,2746.0,2,1,+5000 spendings (10% off)
290,14921,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.01306,31.20885,2020-05-17,2072.242,5.0,3.0,2020-07-16,10361.21,2,1,+5000 spendings (10% off)
291,14984,سوبر ماركت,100150.0,الوايلي,Cairo,الأميرية الجنوبية,30.0417,31.20824,2020-05-19,710.65,2.0,0.0,2020-11-18,1421.3,2,1,+5000 spendings (10% off)
292,15039,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13215,31.2758,2020-05-19,791.3249999999999,2.0,0.0,2020-09-20,1582.65,2,1,+5000 spendings (10% off)
293,15052,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.12645,31.2393,2020-05-19,930.7173333333332,15.0,3.0,2021-02-19,13960.759999999998,2,1,+5000 spendings (10% off)
294,15067,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.22828,29.96246,2020-05-19,3923.855,4.0,0.0,2020-08-11,15695.419999999998,2,3,+15000 spendings (18% off)
295,15072,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,,,2020-05-19,1099.261,10.0,4.0,2021-03-04,10992.61,2,1,+5000 spendings (10% off)
296,15078,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1332,31.2418,2020-05-19,3487.3289999999997,10.0,3.0,2021-02-24,34873.28999999999,2,3,+15000 spendings (18% off)
297,15157,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.20538,30.05169,2020-05-20,1814.235,2.0,0.0,2021-01-30,3628.47,2,1,+5000 spendings (10% off)
298,15170,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.11985,31.2433,2020-05-21,2536.4666666666667,3.0,0.0,2020-12-14,7609.4,2,1,+5000 spendings (10% off)
300,15221,كشك,100150.0,الوايلي,Cairo,الأميرية الشمالية,30.03089,31.20538,2020-05-21,959.225,2.0,0.0,2021-02-28,1918.45,5,1,+5000 spendings (10% off)
302,15313,سوبر ماركت,100119.0,فيصل,Giza,الطوابق,29.99935,31.16155,2020-06-04,1030.5,3.0,0.0,2021-02-26,3091.5,2,1,+5000 spendings (10% off)
303,15403,سوبر ماركت,100142.0,شبرا مصر,Cairo,الترعة البولاقية,31.18248,30.05771,2020-06-07,1071.83,1.0,0.0,2020-09-28,1071.83,2,1,+5000 spendings (10% off)
304,15409,سوبر ماركت,100157.0,بولاق الدكرور,Giza,ابو اتاته,,,2020-06-07,562.0,1.0,0.0,2020-12-13,562.0,2,1,+5000 spendings (10% off)
305,15410,سوبر ماركت,100119.0,فيصل,Giza,ابو اتاته,29.9967,31.14765,2020-06-07,567.42,1.0,0.0,2020-10-22,567.42,2,1,+5000 spendings (10% off)
306,15433,سوبر ماركت,100159.0,حي الجيزة,Giza,المأمون,30.00565,31.21475,2020-06-07,1646.8249999999998,6.0,1.0,2021-03-16,9880.95,2,1,+5000 spendings (10% off)
307,15487,سوبر ماركت,100119.0,فيصل,Giza,حسن محمد,30.0085,31.17154,2020-06-08,3884.72,1.0,1.0,2020-09-20,3884.72,2,1,+5000 spendings (10% off)
308,15488,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية ,30.006,31.2054,2020-06-08,1555.2744444444445,9.0,2.0,2021-02-22,13997.47,2,1,+5000 spendings (10% off)
309,15613,كشك,100107.0,عين شمس,Cairo,الزهراء,30.1309,31.3417,2020-06-09,700.9949999999999,4.0,1.0,2021-02-21,2803.98,5,1,+5000 spendings (10% off)
310,15615,سوبر ماركت,100110.0,المرج,Cairo,المرج الجديدة,31.18248,30.05771,2020-06-09,929.12,6.0,1.0,2021-02-14,5574.719999999999,2,1,+5000 spendings (10% off)
311,15630,سوبر ماركت,100179.0,بشتيل,Giza,بشتيل,30.12282,31.25118,2020-06-09,1190.44,2.0,0.0,2021-02-13,2380.88,2,1,+5000 spendings (10% off)
312,15666,سوبر ماركت,100126.0,امبابة,Giza,أمبابه ,30.08,31.20045,2020-06-10,1009.26,3.0,0.0,2021-02-23,3027.78,2,1,+5000 spendings (10% off)
313,15689,سوبر ماركت,100166.0,صفط اللبن,Giza,صفط اللبن,30.03275,31.17245,2020-06-10,1772.29,12.0,1.0,2021-03-06,21267.48,2,3,+15000 spendings (18% off)
314,15731,سوبر ماركت,100216.0,المعصرة,Cairo,المعصرة,30.04085,31.2128,2020-06-10,2936.4,1.0,0.0,2020-07-19,2936.4,2,1,+5000 spendings (10% off)
315,15824,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,30.0049,31.20315,2020-06-11,1556.65,7.0,1.0,2020-09-30,10896.55,2,1,+5000 spendings (10% off)
316,15837,عطارة,100161.0,البراجيل,Giza,البراجيل,30.0358,31.19115,2020-06-11,928.488,5.0,0.0,2021-01-30,4642.44,3,1,+5000 spendings (10% off)
319,15924,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,30.0051,31.19955,2020-06-13,1034.95,2.0,0.0,2021-02-26,2069.9,2,1,+5000 spendings (10% off)
320,15932,سوبر ماركت,100158.0,ارض اللواء,Giza,أرض اللواء,,,2020-06-13,1249.0533333333335,3.0,0.0,2021-03-11,3747.16,2,1,+5000 spendings (10% off)
321,15935,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.9564,31.15905,2020-06-14,4686.08,7.0,5.0,2020-09-21,32802.56,2,3,+15000 spendings (18% off)
323,16034,سوبر ماركت,100179.0,بشتيل,Giza,أمبابه ,30.0862,31.1803,2020-06-17,3164.7314285714283,7.0,2.0,2021-02-22,22153.12,2,3,+15000 spendings (18% off)
324,16081,عطارة,100179.0,بشتيل,Giza,أمبابه ,30.0851,31.19075,2020-06-21,3267.554,10.0,0.0,2021-02-02,32675.54,3,3,+15000 spendings (18% off)
325,16196,سوبر ماركت,100125.0,حلوان,Cairo,المعصرة,29.915,31.28694,2020-07-02,2970.87,1.0,0.0,2020-07-07,2970.87,2,1,+5000 spendings (10% off)
326,16230,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13195,31.25655,2020-07-07,1578.93,6.0,3.0,2020-08-24,9473.58,2,1,+5000 spendings (10% off)
327,16246,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.1394,31.3363,2020-07-09,669.34,1.0,0.0,2020-10-18,669.34,2,1,+5000 spendings (10% off)
